Histone variant,Previous HGNC Symbol,Interactor gene,Interactor category,PDBID,BioGRID count,String count,IntAct count
canonical H2A,HIST1H2AB,MCM6,"TF,Replication associated",,1,0,0
canonical H2A,HIST1H2AB,KRT19,,,1,0,0
canonical H2A,HIST1H2AB,RPA1,"TF,Transcription associated,Replication associated,DNA repair",,1,0,0
canonical H2A,HIST1H2AB,NUMA1,,,1,0,0
canonical H2A,HIST1H2AB,KRT8,,,1,0,0
canonical H2A,HIST1H2AB,XPC,"TF,DNA repair",,1,0,0
canonical H2A,HIST1H2AB,MCM4,"TF,Replication associated",,1,0,0
canonical H2A,HIST1H2AB,GON4L,TF,,1,0,0
canonical H2A,HIST1H2AB,RAD23B,"PTM writers,TF,DNA repair",,1,0,0
canonical H2A,HIST1H2AB,RRP12,,,1,0,0
canonical H2A,HIST1H2AB,MYBBP1A,"Chromatin remodelers,TF",,1,0,0
canonical H2A,HIST1H2AB,SPTAN1,,,1,0,0
canonical H2A,HIST1H2AB,U2AF1,,,1,0,0
canonical H2A,HIST1H2AB,USP7,,,1,0,0
canonical H2A,HIST1H2AB,EPPK1,,,1,0,0
canonical H2A,HIST1H2AB,MCM2,"Histone chaperones,TF,Replication associated",,1,0,0
canonical H2A,HIST1H2AB,U2AF2,,,1,0,0
canonical H2A,"HIST1H2AB,HIST1H2AM",XRCC6,"TF,DNA repair",,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,VIM,,,1,0,0
canonical H2A,"HIST1H2AB,HIST1H2AM",XRCC5,"TF,DNA repair",,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AM",PRKDC,"PTM writers,TF,DNA repair",,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,RPL6,,,2,0,0
canonical H2A,"HIST1H2AB,HIST1H2AE,HIST1H2AH",RFXAP,TF,,"1,0,0","0,0,0","0,1,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",NMT2,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE,HIST2H2AB",SVIL,,,"1,0,0","0,0,0","0,1,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",IDE,PTM writers,,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,EEF1A1,,,1,0,0
canonical H2A,"HIST1H2AB,HIST1H2AE",ATP2B3,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",ZNF611,TF,,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,SEPT1,,,1,0,0
canonical H2A,"HIST1H2AB,HIST1H2AE,HIST1H2AH",TTN,,,"1,0,0","0,0,0","0,1,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",UNC79,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",PHTF1,TF,,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,GAPDH,,,1,0,0
canonical H2A,"HIST1H2AB,HIST1H2AE",CES2,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",ATP2B1,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",HCFC1,"PTM writers,TF",,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",FLNC,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",RHOH,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE,HIST1H2AH",HP1BP3,"Histone chaperones,TF",,"1,0,0","0,0,0","0,1,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",PPP1R26,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",ZSCAN30,TF,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",ADGB,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",OR56A3,,,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,ALMS1,,,1,0,0
canonical H2A,"HIST1H2AB,HIST1H2AE,HIST1H2AH",DNAH5,,,"1,0,0","0,0,0","0,1,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",ABHD5,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",EP400,"PTM writers,Chromatin remodelers,TF",,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",STRBP,TF,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",LRRC27,,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",ZNF395,TF,,"1,0","0,0","0,1"
canonical H2A,"HIST1H2AB,HIST1H2AE",NOL12,,,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,HIST2H2BC,,,1,0,0
canonical H2A,HIST1H2AB,LMNA,,,1,0,0
canonical H2A,HIST1H2AB,HMGN1,"TF,HMG",,1,0,0
canonical H2A,HIST1H2AB,HMGN2,"TF,HMG",,1,0,0
canonical H2A,"HIST1H2AB,HIST2H2AB",HMGA1,"Histone chaperones,TF,Replication associated,HMG",,"1,0","0,0","0,1"
canonical H2A,HIST1H2AB,LOC102724334,,,1,0,0
canonical H2A,HIST1H2AB,POLH,,,2,0,0
canonical H2A,"HIST2H2AA3,HIST2H2AB",APP,TF,,"1,1","0,0","0,0"
canonical H2A,HIST2H2AB,SYCE1,,,1,0,1
canonical H2A,HIST1H2AD,RPS3,TF,,1,0,0
canonical H2A,HIST1H2AD,RPS6,,,1,0,0
canonical H2A,HIST1H2AD,RPLP0P6,,,1,0,0
canonical H2A,HIST1H2AG,MTRR,,,1,0,0
canonical H2A,HIST1H2AK,APPBP2,,,1,0,0
canonical H2A,HIST1H2AK,NOTCH2NL,,,1,0,0
canonical H2A,HIST1H2AH,C11orf70,,,1,0,0
canonical H2A,HIST1H2AH,TANC1,,,1,0,1
canonical H2A,HIST1H2AH,BIRC6,,,1,0,1
canonical H2A,HIST1H2AH,SECISBP2,,,1,0,1
canonical H2A,HIST1H2AJ,DMXL1,,,1,0,1
canonical H2A,HIST1H2AJ,KCND3,,,1,0,0
canonical H2A,HIST1H2AJ,JPH2,,,1,0,1
canonical H2A,HIST1H2AJ,HULC,,,1,0,0
canonical H2A,HIST1H2AE,TNFRSF1A,,,0,0,1
canonical H2A,"HIST1H2AE,HIST1H2AJ,HIST2H2AB,HIST1H2AH",H3-4,,,"0,0,0,0","0,0,0,0","2,1,1,1"
canonical H2A,"HIST1H2AE,HIST1H2AM",H3C12,,,"0,0","0,0","6,1"
canonical H2A,HIST1H2AE,HNRNPK,TF,,0,0,1
canonical H2A,HIST1H2AE,HIST2H2BF,,,0,0,1
canonical H2A,HIST1H2AE,HLA-B,,,0,0,1
canonical H2A,HIST1H2AE,USF3,,,0,0,1
canonical H2A,HIST1H2AE,SEPTIN1,,,0,0,1
canonical H2A,HIST1H2AM,YWHAZ,,,0,0,1
canonical H2A,HIST1H2AM,RYBP,TF,,0,0,1
canonical H2A,HIST1H2AM,IL33,,,0,0,2
canonical H2A,HIST1H2AM,BRPF1,"PTM writers,PTM readers,TF",,0,0,4
canonical H2A,HIST1H2AM,HSPA8,Histone chaperones,,0,0,1
canonical H2A,HIST1H2AM,HSPA5,,,0,0,1
canonical H2A,HIST1H2AM,TOP1,"TF,Replication associated",,0,0,1
canonical H2A,HIST1H2AM,RUVBL2,"PTM writers,Chromatin remodelers,TF,DNA repair",6HTS,0,0,1
canonical H2A,HIST1H2AC,MTNR1A,,,0,0,1
canonical H2A,HIST1H2AC,KLF11,,,0,0,3
canonical H2A,"HIST1H2AJ,HIST2H2AB,HIST1H2AH,HIST2H2AC",H3C15,,,"0,0,0,0","0,0,0,0","1,1,1,1"
canonical H2A,HIST1H2AJ,CPAMD8,,,0,0,1
canonical H2A,HIST1H2AJ,CTPS1,,,0,0,1
canonical H2A,HIST2H2AB,MAP4,,,0,0,1
canonical H2A,HIST2H2AB,RPS25,,,0,0,1
canonical H2A,HIST2H2AB,RRS1,,,0,0,1
canonical H2A,HIST2H2AB,ANKRD40,,,0,0,1
canonical H2A,HIST2H2AB,ENO1,TF,,0,0,1
canonical H2A,HIST1H2AH,COIL,,,0,0,1
canonical H2A,HIST1H2AH,C2CD3,,,0,0,1
canonical H2A,HIST1H2AH,H2BS1,,,0,0,1
canonical H2A,HIST1H2AH,ANKRD31,,,0,0,1
canonical H2A,HIST1H2AH,OLFML2B,,,0,0,1
canonical H2A,HIST1H2AH,CFAP300,,,0,0,1
canonical H2A,HIST1H2AH,PRG4,,,0,0,1
canonical H2A,HIST1H2AH,TXNRD3,,,0,0,1
canonical H2A,HIST1H2AH,SUPT6H,"Histone chaperones,TF",,0,0,1
cenH3,CENPA,SUPT16H,"Histone chaperones,TF,Replication associated,DNA repair",,2,2,2
cenH3,CENPA,CENPT,TF,,2,2,0
cenH3,CENPA,CENPI,,,1,1,0
cenH3,CENPA,CBX8,"PTM writers,PTM readers,TF,Transcription associated",,1,1,0
cenH3,CENPA,CENPN,,6MUO,6,6,0
cenH3,CENPA,CENPN,,6MUP,6,6,0
cenH3,CENPA,CENPN,,6C0W,6,6,0
cenH3,CENPA,DDB1,"PTM writers,TF,DNA repair",,1,1,0
cenH3,CENPA,HJURP,"Histone chaperones,TF",,135,135,135
cenH3,CENPA,FBL,,,1,1,0
cenH3,CENPA,CBX3,"PTM readers,TF,Chromatin architecture",,1,1,0
cenH3,CENPA,BMI1,"PTM writers,TF",,1,1,0
cenH3,CENPA,RBBP4,"PTM writers,PTM erasers,PTM readers,Chromatin remodelers,Histone chaperones,Transcription associated,Replication associated",,0,3,3
cenH3,CENPA,DIAPH3,,,1,1,0
cenH3,CENPA,RSF1,"PTM readers,Chromatin remodelers,Histone chaperones,TF",,1,1,0
cenH3,CENPA,HIST3H2BB,,,1,1,0
cenH3,CENPA,CENPB,TF,,2,2,0
cenH3,CENPA,RUVBL2,"PTM writers,Chromatin remodelers,TF,DNA repair",,1,1,1
cenH3,CENPA,CENPU,,,2,2,0
cenH3,CENPA,CENPO,,,1,1,0
cenH3,CENPA,SHCBP1,,,1,1,0
cenH3,CENPA,CENPM,,,2,2,0
cenH3,CENPA,SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",,2,2,2
cenH3,CENPA,MIS18A,,,1,1,1
cenH3,CENPA,CENPH,,,2,2,0
cenH3,CENPA,HIST1H3E,,,1,1,0
cenH3,CENPA,CENPK,,,1,1,0
cenH3,CENPA,OIP5,,,1,1,1
cenH3,CENPA,XRCC6,"TF,DNA repair",,0,1,1
cenH3,CENPA,COPS8,,,1,1,0
cenH3,CENPA,KIF23,,,1,1,0
cenH3,CENPA,SMARCA5,"Chromatin remodelers,Histone chaperones,TF",,1,1,0
cenH3,CENPA,MCM2,"Histone chaperones,TF,Replication associated",,0,2,2
cenH3,CENPA,ACTB,PTM writers,,1,1,0
cenH3,CENPA,CENPC,TF,6SE6,20,20,20
cenH3,CENPA,CENPC,TF,6SEE,20,20,20
cenH3,CENPA,CENPC,TF,6MUO,20,20,20
cenH3,CENPA,CENPC,TF,6SEF,20,20,20
cenH3,CENPA,CENPC,TF,6MUP,20,20,20
cenH3,CENPA,RUVBL1,"PTM writers,Chromatin remodelers,TF",,4,4,4
cenH3,CENPA,CENPW,TF,,0,1,1
cenH3,CENPA,RNF2,"PTM writers,TF,Transcription associated",,1,1,0
cenH3,CENPA,NPM1,"Histone chaperones,TF,Chromatin architecture",,28,28,28
cenH3,CENPA,MCM4,"TF,Replication associated",,1,1,1
cenH3,CENPA,RBBP7,"PTM writers,PTM erasers,Chromatin remodelers,Histone chaperones,TF,Transcription associated,Replication associated",,0,1,1
cenH3,CENPA,ZC3H13,,,1,0,0
cenH3,CENPA,KIAA1429,,,1,0,0
cenH3,CENPA,PHIP,PTM readers,,1,0,0
cenH3,CENPA,SRRT,,,1,0,0
cenH3,CENPA,LOC284412,,,1,0,0
cenH3,CENPA,ZFP91,TF,,1,0,0
cenH3,CENPA,HSPA8,Histone chaperones,,1,0,0
cenH3,CENPA,WTAP,,,1,0,0
cenH3,CENPA,RING1,"PTM writers,TF,Transcription associated",,1,0,0
cenH3,CENPA,RPA1,"TF,Transcription associated,Replication associated,DNA repair",,1,0,1
cenH3,CENPA,PRKDC,"PTM writers,TF,DNA repair",,1,0,1
cenH3,CENPA,HNRNPU,TF,,1,0,1
cenH3,CENPA,DDX3X,TF,,1,0,1
cenH3,CENPA,XRCC5,"TF,DNA repair",,1,0,1
cenH3,CENPA,DDX5,TF,,1,0,1
cenH3,CENPA,DDX17,,,1,0,1
cenH3,CENPA,EIF4A1,,,1,0,1
cenH3,CENPA,CDK9,TF,,1,0,1
cenH3,CENPA,PGK1,,,1,0,1
cenH3,CENPA,MRPL19,,,1,0,1
cenH3,CENPA,ATP5H,,,1,0,0
cenH3,CENPA,MRPL3,,,1,0,1
cenH3,CENPA,MRPS27,,,1,0,1
cenH3,CENPA,TMCO1,,,1,0,1
cenH3,CENPA,NOL8,Replication associated,,1,0,1
cenH3,CENPA,TBC1D14,,,1,0,1
cenH3,CENPA,PDF,TF,,1,0,1
cenH3,CENPA,BRCC3,"PTM writers,PTM erasers,DNA repair",,1,0,1
cenH3,CENPA,RRP36,,,1,0,1
cenH3,CENPA,MRPL54,,,1,0,1
cenH3,CENPA,HIST2H3PS2,,,1,0,0
cenH3,CENPA,ARL10,,,1,0,1
cenH3,CENPA,ATP5PD,,,0,0,1
cenH3,CENPA,H3-2,,,0,0,1
cenH3,CENPA,DSP,,,0,0,1
cenH3,CENPA,LMO7,,,0,0,1
cenH3,CENPA,FLNA,,,0,0,1
H2A.P,HYPM,HTT,TF,,0,16,16
H2A.P,HYPM,CEP44,,,6,0,6
H2A.P,HYPM,ATXN1,TF,,0,0,1
H2A.P,HYPM,ZDHHC17,,,0,0,1
H2A.P,HYPM,MYOG,TF,,0,0,6
H2A.P,HYPM,SIX1,TF,,0,0,3
H2A.P,HYPM,MAGEB4,,,0,0,3
H2A.P,HYPM,NTAQ1,,,0,0,3
H2A.P,HYPM,"psi-mi:""ccsb orf id: 55396""(display_short)|psi-mi:EBI-24224984(display_long)",,,0,0,3
H2A.P,HYPM,APOE,,,0,0,3
H2A.P,HYPM,CCK,,,0,0,3
H2A.P,HYPM,GLE1,,,0,0,3
H2A.P,HYPM,GRN,,,0,0,3
H2A.P,HYPM,psi-mi:ehd27213144(display_short)|psi-mi:EBI-25865403(display_long),,,0,0,3
H2A.P,HYPM,LAMP2,,,0,0,3
H2A.P,HYPM,WFS1,,,0,0,3
H2A.P,HYPM,CCT5,,,0,0,3
H2A.P,HYPM,SH3GLB1,,,0,0,3
H2A.P,HYPM,ATXN3,,,0,0,3
H1.2,HIST1H1C,YBX1,TF,,3,3,0
H1.2,HIST1H1C,WDR5,"PTM writers,PTM readers,TF",,5,5,0
H1.2,HIST1H1C,EED,"PTM writers,PTM readers,TF,Transcription associated",,1,1,0
H1.2,HIST1H1C,ASXL1,"TF,Transcription associated",,3,3,0
H1.2,HIST1H1C,PARP1,"PTM writers,TF,Chromatin architecture,DNA repair",,3,3,0
H1.2,HIST1H1C,RBM39,,,3,3,0
H1.2,HIST1H1C,HIST3H3,,,1,1,0
H1.2,HIST1H1C,NCL,"Histone chaperones,TF",,3,3,0
H1.2,HIST1H1C,RNF168,"PTM writers,DNA repair",,0,1,1
H1.2,HIST1H1C,VPRBP,,,2,2,0
H1.2,HIST1H1C,PRKDC,"PTM writers,TF,DNA repair",,3,3,0
H1.2,HIST1H1C,LEO1,TF,,3,3,0
H1.2,HIST1H1C,CTNNB1,TF,,3,3,0
H1.2,HIST1H1C,CUL4A,"PTM writers,DNA repair",,4,4,0
H1.2,HIST1H1C,SUZ12,"PTM writers,TF,Transcription associated",,1,0,0
H1.2,HIST1H1C,AEBP2,"PTM writers,TF,Transcription associated",,1,0,0
H1.2,HIST1H1C,KPNA7,,,3,0,0
H1.2,HIST1H1C,KPNB1,,,3,0,0
H1.2,HIST1H1C,WDR12,,,3,0,0
H1.2,HIST1H1C,PUF60,TF,,3,0,0
H1.2,HIST1H1C,IL7R,,,1,0,0
H1.2,HIST1H1C,SEC24D,,,1,0,0
H1.2,HIST1H1C,PAF1,TF,,4,0,0
H1.2,HIST1H1C,POLR2A,"TF,Transcription associated",,2,0,0
H1.2,HIST1H1C,CTR9,TF,,3,0,0
H1.2,HIST1H1C,CDC73,TF,,3,0,0
H1.2,HIST1H1C,WDR61,,,1,0,0
H1.2,HIST1H1C,DDB1,"PTM writers,TF,DNA repair",,3,0,0
H1.2,HIST1H1C,RBX1,"PTM writers,DNA repair",,2,0,0
H1.2,HIST1H1C,FIP1L1,,,1,0,0
H1.2,HIST1H1C,EEF1G,,,1,0,1
H1.2,HIST1H1C,GTF2E2,,,1,0,1
H1.2,HIST1H1C,EPHA3,,,1,0,1
H1.2,HIST1H1C,EPHB4,,,1,0,1
H1.2,HIST1H1C,APLP2,,,1,0,1
H1.2,HIST1H1C,CDC42BPA,,,1,0,1
H1.2,HIST1H1C,RNF20,"PTM writers,TF",,1,0,1
H1.2,HIST1H1C,B3GALTL,,,1,0,0
H1.2,HIST1H1C,SLCO6A1,,,1,0,1
H1.2,HIST1H1C,FTSJ3,,,1,0,1
H1.2,HIST1H1C,BOD1L1,,,1,0,0
H1.2,HIST1H1C,WDR20,,,1,0,1
H1.2,HIST1H1C,C7orf26,,,1,0,1
H1.2,HIST1H1C,KIF20B,,,1,0,1
H1.2,HIST1H1C,CWH43,,,1,0,1
H1.2,HIST1H1C,DDX21,,,1,0,1
H1.2,HIST1H1C,AKAP11,,,1,0,1
H1.2,HIST1H1C,SHOC2,,,1,0,1
H1.2,HIST1H1C,NAALADL1,,,1,0,1
H1.2,HIST1H1C,SSPN,,,1,0,1
H1.2,HIST1H1C,ZNF37A,,,1,0,1
H1.2,HIST1H1C,ATP2B1,,,1,0,1
H1.2,HIST1H1C,XPA,,,1,0,1
H1.2,HIST1H1C,LAMA2,,,1,0,1
H1.2,HIST1H1C,UTRN,,,1,0,1
H1.2,HIST1H1C,RGS7,,,1,0,1
H1.2,HIST1H1C,GALC,,,1,0,1
H1.2,HIST1H1C,ZC3H6,,,1,0,1
H1.2,HIST1H1C,RPL31,,,1,0,1
H1.2,HIST1H1C,FOXO4,,,1,0,1
H1.2,HIST1H1C,CKAP4,,,1,0,1
H1.2,HIST1H1C,ASPH,,,1,0,1
H1.2,HIST1H1C,MMRN1,,,1,0,1
H1.2,HIST1H1C,CHIT1,,,1,0,1
H1.2,HIST1H1C,SP140,,,1,0,1
H1.2,HIST1H1C,TP53BP2,,,1,0,1
H1.2,HIST1H1C,NCAPH,,,1,0,1
H1.2,HIST1H1C,SLC15A2,,,1,0,1
H1.2,HIST1H1C,PDS5A,,,1,0,1
H1.2,HIST1H1C,PREPL,,,1,0,1
H1.2,HIST1H1C,ALS2CR11,,,1,0,0
H1.2,HIST1H1C,C10orf25,,,1,0,0
H1.2,HIST1H1C,KIAA1804,,,1,0,0
H1.2,HIST1H1C,ZNF691,,,1,0,1
H1.2,HIST1H1C,PLA2G4F,,,1,0,0
H1.2,HIST1H1C,ANKRD40,,,1,0,1
H1.2,HIST1H1C,UHRF1BP1,,,1,0,1
H1.2,HIST1H1C,SMEK1,,,1,0,0
H1.2,HIST1H1C,IQCE,,,1,0,0
H1.2,HIST1H1C,KIAA1841,,,1,0,1
H1.2,HIST1H1C,XRRA1,,,1,0,1
H1.2,HIST1H1C,FAT4,,,1,0,1
H1.2,HIST1H1C,GBP6,,,1,0,1
H1.2,HIST1H1C,ILDR2,,,1,0,0
H1.2,HIST1H1C,TECPR1,,,1,0,1
H1.2,HIST1H1C,CNTRL,,,1,0,1
H1.2,HIST1H1C,SPATA24,,,1,0,1
H1.2,HIST1H1C,VSIG1,,,1,0,1
H1.2,HIST1H1C,CCDC146,,,1,0,1
H1.2,HIST1H1C,FAM186B,,,1,0,1
H1.2,HIST1H1C,EHBP1,,,1,0,1
H1.2,HIST1H1C,IPMK,,,1,0,0
H1.2,HIST1H1C,DCAF4,,,1,0,1
H1.2,HIST1H1C,SEPT1,,,1,0,0
H1.2,HIST1H1C,TTN,,,1,0,1
H1.2,HIST1H1C,TOPBP1,"TF,DNA repair",,1,0,1
H1.2,HIST1H1C,RPUSD4,,,1,0,0
H1.2,HIST1H1C,STRBP,TF,,1,0,0
H1.2,HIST1H1C,SLC4A1AP,,,1,0,1
H1.2,HIST1H1C,ZCWPW1,,,1,0,0
H1.2,HIST1H1C,GBP3,,,1,0,0
H1.2,HIST1H1C,ISG20L2,,,1,0,1
H1.2,HIST1H1C,PARPBP,,,1,0,1
H1.2,HIST1H1C,RHBDL2,,,1,0,1
H1.2,HIST1H1C,CALY,,,1,0,1
H1.2,HIST1H1C,PHRF1,PTM readers,,1,0,1
H1.2,HIST1H1C,REV1,,,1,0,1
H1.2,HIST1H1C,BAZ1B,"PTM writers,PTM readers,Chromatin remodelers,Histone chaperones,TF,DNA repair",,1,0,1
H1.2,HIST1H1C,NUP50,,,1,0,1
H1.2,HIST1H1C,PALD1,,,1,0,1
H1.2,HIST1H1C,SETD1B,PTM writers,,1,0,1
H1.2,HIST1H1C,WASH4P,,,1,0,1
H1.2,HIST1H1C,LIG1,,,1,0,1
H1.2,HIST1H1C,PCSK1,,,1,0,1
H1.2,HIST1H1C,GTF2F1,,,1,0,1
H1.2,HIST1H1C,NOP2,,,1,0,1
H1.2,HIST1H1C,FXR1,,,1,0,1
H1.2,HIST1H1C,RPL24,,,1,0,1
H1.2,HIST1H1C,ANK2,,,1,0,0
H1.2,HIST1H1C,COL16A1,,,1,0,1
H1.2,HIST1H1C,MYO9B,,,1,0,1
H1.2,HIST1H1C,HP1BP3,"Histone chaperones,TF",,1,0,1
H1.2,HIST1H1C,EFCAB12,,,1,0,1
H1.2,HIST1H1C,CCDC91,,,1,0,1
H1.2,HIST1H1C,ARFGAP2,,,1,0,1
H1.2,HIST1H1C,C9orf3,,,1,0,0
H1.2,HIST1H1C,PDZD8,,,1,0,1
H1.2,HIST1H1C,BICD2,,,1,0,0
H1.2,HIST1H1C,ZNF296,,,1,0,1
H1.2,HIST1H1C,PHF3,PTM readers,,1,0,1
H1.2,HIST1H1C,NSD1,"PTM writers,TF",,1,0,1
H1.2,HIST1H1C,TTC12,,,1,0,1
H1.2,HIST1H1C,UTP3,,,1,0,1
H1.2,HIST1H1C,SLC12A6,,,1,0,1
H1.2,HIST1H1C,TSKS,,,1,0,1
H1.2,HIST1H1C,MAP4K5,,,1,0,1
H1.2,HIST1H1C,CAPN6,,,1,0,0
H1.2,HIST1H1C,TAAR3,,,1,0,0
H1.2,HIST1H1C,RELA,TF,,0,0,1
H1.2,HIST1H1C,F10,,,0,0,1
H1.2,HIST1H1C,CSNK2A2,,,0,0,1
H1.2,HIST1H1C,FMNL1,,,0,0,1
H1.2,HIST1H1C,ASCL5,,,0,0,1
H1.2,HIST1H1C,PCP4L1,,,0,0,1
H1.2,HIST1H1C,KDM6B,"PTM erasers,TF",,0,0,1
H1.2,HIST1H1C,CROCC2,,,0,0,1
H1.2,HIST1H1C,ECI2,,,0,0,1
H1.2,HIST1H1C,G6PD,,,0,0,1
H1.2,HIST1H1C,TAAR3P,,,0,0,1
H1.2,HIST1H1C,CASQ2,,,0,0,1
H1.2,HIST1H1C,SRGAP3,,,0,0,1
H1.2,HIST1H1C,PSTPIP1,,,0,0,1
H1.2,HIST1H1C,ZNF22-AS1,,,0,0,1
H1.2,HIST1H1C,PPP4R3A,,,0,0,1
H1.2,HIST1H1C,USF3,,,0,0,1
H1.2,HIST1H1C,ZC3H11A,,,0,0,1
H1.2,HIST1H1C,HSP90B1,,,0,0,1
H1.2,HIST1H1C,MAP3K21,,,0,0,1
H1.2,HIST1H1C,ZFC3H1,,,0,0,1
H1.2,HIST1H1C,PDIA4,,,0,0,1
H1.2,HIST1H1C,REV3L,"TF,Replication associated,DNA repair",,0,0,1
H1.2,HIST1H1C,FGF17,,,0,0,1
H1.2,HIST1H1C,SEPTIN1,,,0,0,1
H1.2,HIST1H1C,SLITRK3,,,0,0,1
H1.2,HIST1H1C,IGF2R,,,0,0,1
H1.2,HIST1H1C,TBC1D4,,,0,0,1
H1.2,HIST1H1C,C2CD6,,,0,0,1
H1.2,HIST1H1C,IGSF3,,,0,0,1
H1.2,HIST1H1C,TSPOAP1,,,0,0,1
H1.2,HIST1H1C,TTLL1,,,0,0,1
H1.2,HIST1H1C,AXIN1,,,0,0,1
H1.2,HIST1H1C,B3GLCT,,,0,0,1
H1.2,HIST1H1C,GTF2H2,,,0,0,1
H3.5,H3F3C,DAXX,"Histone chaperones,TF",,2,2,2
H3.5,H3F3C,SUV39H1,"PTM writers,Chromatin remodelers",,1,1,1
H3.5,H3F3C,KDM1A,"PTM erasers,TF",,1,1,0
H3.5,H3F3C,NASP,"Histone chaperones,Replication associated",,0,1,1
H3.5,H3F3C,KDM4B,"PTM erasers,TF",,1,1,0
H3.5,H3F3C,PRMT5,PTM writers,,1,1,0
H3.5,H3F3C,PRMT6,"PTM writers,DNA repair",,1,0,0
H3.5,H3F3C,PRMT7,"PTM writers,DNA modificators",,1,0,1
H3.5,H3F3C,SETMAR,"PTM writers,TF,DNA repair",,1,0,0
H3.5,H3F3C,SMYD1,"PTM writers,TF",,1,0,0
H3.5,H3F3C,SMYD3,PTM writers,,1,0,1
H3.5,H3F3C,WHSC1L1,PTM writers,,1,0,0
H3.5,H3F3C,DNAJC9,,,1,0,0
H3.5,H3F3C,NSD3,"PTM writers,PTM readers",,0,0,1
H3.5,H3F3C,KLF11,,,0,0,3
H3.5,H3F3C,HTT,TF,,0,0,15
TS H1.6,HIST1H1T,KRI1,,,1,1,1
TS H1.6,HIST1H1T,NAP1L4,Histone chaperones,,0,1,1
TS H1.6,HIST1H1T,NOL12,,,1,1,1
TS H1.6,HIST1H1T,RPS10,,,1,1,1
TS H1.6,HIST1H1T,YBX2,TF,,1,1,1
TS H1.6,HIST1H1T,RPS5,,,1,1,1
TS H1.6,HIST1H1T,ZC3HAV1,,,1,0,1
TS H1.6,HIST1H1T,TUBA8,,,1,0,1
TS H1.6,HIST1H1T,RPL30,,,1,0,1
TS H1.6,HIST1H1T,ELAVL2,,,1,0,1
TS H1.6,HIST1H1T,ZNF724P,,,1,0,0
TS H1.6,HIST1H1T,RPL36AL,,,1,0,1
TS H1.6,HIST1H1T,SRSF12,,,1,0,1
TS H1.6,HIST1H1T,DHX57,,,1,0,1
TS H1.6,HIST1H1T,BUD13,,,1,0,1
TS H1.6,HIST1H1T,ZNF92,,,1,0,1
TS H1.6,HIST1H1T,DHX8,,,1,0,1
TS H1.6,HIST1H1T,ZC3H8,TF,,1,0,1
TS H1.6,HIST1H1T,RBM19,,,1,0,1
TS H1.6,HIST1H1T,CMSS1,,,1,0,1
TS H1.6,HIST1H1T,ZCRB1,,,1,0,1
TS H1.6,HIST1H1T,PURB,"TF,Replication associated",,1,0,1
TS H1.6,HIST1H1T,ZCCHC17,,,1,0,1
TS H1.6,HIST1H1T,TPM2,,,1,0,1
TS H1.6,HIST1H1T,KRR1,,,1,0,1
TS H1.6,HIST1H1T,GPATCH11,,,1,0,1
TS H1.6,HIST1H1T,RPL26L1,,,1,0,1
TS H1.6,HIST1H1T,SREK1,,,1,0,1
TS H1.6,HIST1H1T,SCAF1,,,1,0,1
TS H1.6,HIST1H1T,DKC1,Replication associated,,1,0,1
TS H1.6,HIST1H1T,NAT10,,,1,0,1
TS H1.6,HIST1H1T,DDX52,,,1,0,1
TS H1.6,HIST1H1T,UTP23,,,1,0,1
TS H1.6,HIST1H1T,RSBN1,,,1,0,1
TS H1.6,HIST1H1T,NGDN,,,1,0,1
TS H1.6,HIST1H1T,RRP12,,,1,0,1
